rownames,region_id,created,modified,code,created_by_id,last_modification_by_id,country_id,text_fr,text_en
2112,2112,2018-07-18 ,2018-07-18 ,NG-28,,,12,Ogun,Ogun
2113,2113,2018-07-18 ,2018-07-18 ,NG-29,,,12,Ondo,Ondo
2114,2114,2018-07-18 ,2018-07-18 ,NG-30,,,12,Osun,Osun
2115,2115,2018-07-18 ,2018-07-18 ,NG-31,,,12,Oyo,Oyo
2116,2116,2018-07-18 ,2018-07-18 ,NG-32,,,12,Plateau,Plateau
2117,2117,2018-07-18 ,2018-07-18 ,NG-33,,,12,Rivers,Rivers
2118,2118,2018-07-18 ,2018-07-18 ,NG-34,,,12,Sokoto,Sokoto
2119,2119,2018-07-18 ,2018-07-18 ,NG-35,,,12,Taraba,Taraba
2120,2120,2018-07-18 ,2018-07-18 ,NG-36,,,12,Yobe,Yobe
2121,2121,2018-07-18 ,2018-07-18 ,NG-37,,,12,Zamfara,Zamfara
2122,2122,2018-07-18 ,2018-07-18 ,NI-01,,,216,Atlantico Norte,Atlantico Norte
2123,2123,2018-07-18 ,2018-07-18 ,NI-02,,,216,Atlantico Sur,Atlantico Sur
2124,2124,2018-07-18 ,2018-07-18 ,NI-03,,,216,Boaco,Boaco
2125,2125,2018-07-18 ,2018-07-18 ,NI-04,,,216,Carazo,Carazo
2126,2126,2018-07-18 ,2018-07-18 ,NI-05,,,216,Chinandega,Chinandega
2127,2127,2018-07-18 ,2018-07-18 ,NI-06,,,216,Chontales,Chontales
2128,2128,2018-07-18 ,2018-07-18 ,NI-07,,,216,Esteli,Esteli
2129,2129,2018-07-18 ,2018-07-18 ,NI-08,,,216,Granada,Granada
2130,2130,2018-07-18 ,2018-07-18 ,NI-09,,,216,Jinotega,Jinotega
2131,2131,2018-07-18 ,2018-07-18 ,NI-10,,,216,Lago Nicaragua,Lago Nicaragua
2132,2132,2018-07-18 ,2018-07-18 ,NI-11,,,216,Leon,Leon
2133,2133,2018-07-18 ,2018-07-18 ,NI-12,,,216,Madriz,Madriz
2134,2134,2018-07-18 ,2018-07-18 ,NI-13,,,216,Managua,Managua
2135,2135,2018-07-18 ,2018-07-18 ,NI-14,,,216,Masaya,Masaya
2136,2136,2018-07-18 ,2018-07-18 ,NI-15,,,216,Matagalpa,Matagalpa
2137,2137,2018-07-18 ,2018-07-18 ,NI-16,,,216,Nueva Segovia,Nueva Segovia
2138,2138,2018-07-18 ,2018-07-18 ,NI-17,,,216,Rio San Juan,Rio San Juan
2139,2139,2018-07-18 ,2018-07-18 ,NI-18,,,216,Rivas,Rivas
2140,2140,2018-07-18 ,2018-07-18 ,NL-01,,,218,Drenthe,Drenthe
2141,2141,2018-07-18 ,2018-07-18 ,NL-02,,,218,Flevoland,Flevoland
2142,2142,2018-07-18 ,2018-07-18 ,NL-03,,,218,Friesland,Friesland
2143,2143,2018-07-18 ,2018-07-18 ,NL-04,,,218,Gelderland,Gelderland
2144,2144,2018-07-18 ,2018-07-18 ,NL-05,,,218,Groningen,Groningen
2145,2145,2018-07-18 ,2018-07-18 ,NL-06,,,218,IJsselmeer,IJsselmeer
2146,2146,2018-07-18 ,2018-07-18 ,NL-07,,,218,Limburg,Limburg
2147,2147,2018-07-18 ,2018-07-18 ,NL-08,,,218,Noord-Brabant,Noord-Brabant
2148,2148,2018-07-18 ,2018-07-18 ,NL-09,,,218,Noord-Holland,Noord-Holland
2149,2149,2018-07-18 ,2018-07-18 ,NL-10,,,218,Overijssel,Overijssel
2150,2150,2018-07-18 ,2018-07-18 ,NL-11,,,218,Utrecht,Utrecht
2151,2151,2018-07-18 ,2018-07-18 ,NL-12,,,218,Zeeland,Zeeland
2152,2152,2018-07-18 ,2018-07-18 ,NL-13,,,218,Zeeuwse meren,Zeeuwse meren
2153,2153,2018-07-18 ,2018-07-18 ,NL-14,,,218,Zuid-Holland,Zuid-Holland
2154,2154,2018-07-18 ,2018-07-18 ,NO-01,,,219,Astfold,Astfold
2155,2155,2018-07-18 ,2018-07-18 ,NO-02,,,219,Akershus,Akershus
2156,2156,2018-07-18 ,2018-07-18 ,NO-03,,,219,Aust-Agder,Aust-Agder
2157,2157,2018-07-18 ,2018-07-18 ,NO-04,,,219,Buskerud,Buskerud
2158,2158,2018-07-18 ,2018-07-18 ,NO-05,,,219,Finnmark,Finnmark
2159,2159,2018-07-18 ,2018-07-18 ,NO-06,,,219,Hedmark,Hedmark
2160,2160,2018-07-18 ,2018-07-18 ,NO-07,,,219,Hordaland,Hordaland
2161,2161,2018-07-18 ,2018-07-18 ,NO-08,,,219,Møre og Romsdal,Møre og Romsdal
2162,2162,2018-07-18 ,2018-07-18 ,NO-09,,,219,Nord-Trøndelag,Nord-Trøndelag
2163,2163,2018-07-18 ,2018-07-18 ,NO-10,,,219,Nordland,Nordland
2164,2164,2018-07-18 ,2018-07-18 ,NO-11,,,219,Oppland,Oppland
2165,2165,2018-07-18 ,2018-07-18 ,NO-12,,,219,Oslo,Oslo
2166,2166,2018-07-18 ,2018-07-18 ,NO-13,,,219,Rogaland,Rogaland
2167,2167,2018-07-18 ,2018-07-18 ,NO-14,,,219,Sør-Trøndelag,Sør-Trøndelag
2168,2168,2018-07-18 ,2018-07-18 ,NO-15,,,219,Sogn og Fjordane,Sogn og Fjordane
2169,2169,2018-07-18 ,2018-07-18 ,NO-16,,,219,Telemark,Telemark
2170,2170,2018-07-18 ,2018-07-18 ,NO-17,,,219,Troms,Troms
2171,2171,2018-07-18 ,2018-07-18 ,NO-18,,,219,Vest-Agder,Vest-Agder
2172,2172,2018-07-18 ,2018-07-18 ,NO-19,,,219,Vestfold,Vestfold
2173,2173,2018-07-18 ,2018-07-18 ,NP-01,,,220,Central,Central
2174,2174,2018-07-18 ,2018-07-18 ,NP-02,,,220,East,East
2175,2175,2018-07-18 ,2018-07-18 ,NP-03,,,220,Far-Western,Far-Western
2176,2176,2018-07-18 ,2018-07-18 ,NP-04,,,220,Mid-Western,Mid-Western
2177,2177,2018-07-18 ,2018-07-18 ,NP-05,,,220,West,West
2178,2178,2018-07-18 ,2018-07-18 ,NR-01,,,221,Aiwo,Aiwo
2179,2179,2018-07-18 ,2018-07-18 ,NR-02,,,221,Anabar,Anabar
2180,2180,2018-07-18 ,2018-07-18 ,NR-03,,,221,Anetan,Anetan
2181,2181,2018-07-18 ,2018-07-18 ,NR-04,,,221,Anibare,Anibare
2182,2182,2018-07-18 ,2018-07-18 ,NR-05,,,221,Baiti,Baiti
2183,2183,2018-07-18 ,2018-07-18 ,NR-06,,,221,Boe,Boe
2184,2184,2018-07-18 ,2018-07-18 ,NR-07,,,221,Buada,Buada
2185,2185,2018-07-18 ,2018-07-18 ,NR-08,,,221,Denigomodu,Denigomodu
2186,2186,2018-07-18 ,2018-07-18 ,NR-09,,,221,Ewa,Ewa
2187,2187,2018-07-18 ,2018-07-18 ,NR-10,,,221,Ijuw,Ijuw
2188,2188,2018-07-18 ,2018-07-18 ,NR-11,,,221,Meneng,Meneng
2189,2189,2018-07-18 ,2018-07-18 ,NR-12,,,221,Nibok,Nibok
2190,2190,2018-07-18 ,2018-07-18 ,NR-13,,,221,Uaboe,Uaboe
2191,2191,2018-07-18 ,2018-07-18 ,NR-14,,,221,Yaren,Yaren
2192,2192,2018-07-18 ,2018-07-18 ,NZ-01,,,222,Auckland,Auckland
2193,2193,2018-07-18 ,2018-07-18 ,NZ-02,,,222,Bay of Plenty,Bay of Plenty
2194,2194,2018-07-18 ,2018-07-18 ,NZ-03,,,222,Canterbury,Canterbury
2195,2195,2018-07-18 ,2018-07-18 ,NZ-04,,,222,Chatham Islands,Chatham Islands
2196,2196,2018-07-18 ,2018-07-18 ,NZ-05,,,222,Gisborne,Gisborne
2197,2197,2018-07-18 ,2018-07-18 ,NZ-06,,,222,Hawke's Bay,Hawke's Bay
2198,2198,2018-07-18 ,2018-07-18 ,NZ-07,,,222,Manawatu-Wanganui,Manawatu-Wanganui
2199,2199,2018-07-18 ,2018-07-18 ,NZ-08,,,222,Marlborough,Marlborough
2200,2200,2018-07-18 ,2018-07-18 ,NZ-09,,,222,Nelson,Nelson
2201,2201,2018-07-18 ,2018-07-18 ,NZ-10,,,222,Northland,Northland
2202,2202,2018-07-18 ,2018-07-18 ,NZ-11,,,222,Otago,Otago
2203,2203,2018-07-18 ,2018-07-18 ,NZ-12,,,222,Southland,Southland
2204,2204,2018-07-18 ,2018-07-18 ,NZ-13,,,222,Taranaki,Taranaki
2205,2205,2018-07-18 ,2018-07-18 ,NZ-14,,,222,Waikato,Waikato
2206,2206,2018-07-18 ,2018-07-18 ,NZ-15,,,222,Wellington,Wellington
2207,2207,2018-07-18 ,2018-07-18 ,NZ-16,,,222,West Coast,West Coast
2208,2208,2018-07-18 ,2018-07-18 ,OM-01,,,223,Ad Dakhliyah,Ad Dakhliyah
2209,2209,2018-07-18 ,2018-07-18 ,OM-02,,,223,Al Batinah North,Al Batinah North
2210,2210,2018-07-18 ,2018-07-18 ,OM-03,,,223,Al Batinah South,Al Batinah South
2211,2211,2018-07-18 ,2018-07-18 ,OM-04,,,223,Al Buraymi,Al Buraymi
2212,2212,2018-07-18 ,2018-07-18 ,OM-05,,,223,Al Dhahira,Al Dhahira
2213,2213,2018-07-18 ,2018-07-18 ,OM-06,,,223,Al Wusta,Al Wusta
2214,2214,2018-07-18 ,2018-07-18 ,OM-07,,,223,Ash Sharqiyah North,Ash Sharqiyah North
2215,2215,2018-07-18 ,2018-07-18 ,OM-08,,,223,Ash Sharqiyah South,Ash Sharqiyah South
2216,2216,2018-07-18 ,2018-07-18 ,OM-09,,,223,Dhofar,Dhofar
2217,2217,2018-07-18 ,2018-07-18 ,OM-10,,,223,Musandam,Musandam
2218,2218,2018-07-18 ,2018-07-18 ,OM-11,,,223,Muscat,Muscat
2219,2219,2018-07-18 ,2018-07-18 ,PK-01,,,84,Azad Kashmir,Azad Kashmir
2220,2220,2018-07-18 ,2018-07-18 ,PK-02,,,84,Baluchistan,Baluchistan
2221,2221,2018-07-18 ,2018-07-18 ,PK-03,,,84,F.A.T.A.,F.A.T.A.
2222,2222,2018-07-18 ,2018-07-18 ,PK-04,,,84,F.C.T.,F.C.T.
2223,2223,2018-07-18 ,2018-07-18 ,PK-05,,,84,N.W.F.P.,N.W.F.P.
2224,2224,2018-07-18 ,2018-07-18 ,PK-06,,,84,Northern Areas,Northern Areas
2225,2225,2018-07-18 ,2018-07-18 ,PK-07,,,84,Punjab,Punjab
2226,2226,2018-07-18 ,2018-07-18 ,PK-08,,,84,Sind,Sind
2227,2227,2018-07-18 ,2018-07-18 ,PA-01,,,224,Bocas del Toro,Bocas del Toro
2228,2228,2018-07-18 ,2018-07-18 ,PA-02,,,224,Chiriqui,Chiriqui
2229,2229,2018-07-18 ,2018-07-18 ,PA-03,,,224,Cocle,Cocle
2230,2230,2018-07-18 ,2018-07-18 ,PA-04,,,224,Colon,Colon
2231,2231,2018-07-18 ,2018-07-18 ,PA-05,,,224,Darien,Darien
2232,2232,2018-07-18 ,2018-07-18 ,PA-06,,,224,Embera,Embera
2233,2233,2018-07-18 ,2018-07-18 ,PA-07,,,224,Herrera,Herrera
2234,2234,2018-07-18 ,2018-07-18 ,PA-08,,,224,Kuna Yala,Kuna Yala
2235,2235,2018-07-18 ,2018-07-18 ,PA-09,,,224,Los Santos,Los Santos
2236,2236,2018-07-18 ,2018-07-18 ,PA-10,,,224,Ngöbe Bugle,Ngöbe Bugle
2237,2237,2018-07-18 ,2018-07-18 ,PA-11,,,224,Panama Oeste,Panama Oeste
2238,2238,2018-07-18 ,2018-07-18 ,PA-12,,,224,Panama,Panama
2239,2239,2018-07-18 ,2018-07-18 ,PA-13,,,224,Veraguas,Veraguas
2240,2240,2018-07-18 ,2018-07-18 ,PE-01,,,226,Amazonas,Amazonas
2241,2241,2018-07-18 ,2018-07-18 ,PE-02,,,226,Ancash,Ancash
2242,2242,2018-07-18 ,2018-07-18 ,PE-03,,,226,Apurimac,Apurimac
2243,2243,2018-07-18 ,2018-07-18 ,PE-04,,,226,Arequipa,Arequipa
2244,2244,2018-07-18 ,2018-07-18 ,PE-05,,,226,Ayacucho,Ayacucho
2245,2245,2018-07-18 ,2018-07-18 ,PE-06,,,226,Cajamarca,Cajamarca
2246,2246,2018-07-18 ,2018-07-18 ,PE-07,,,226,Callao,Callao
2247,2247,2018-07-18 ,2018-07-18 ,PE-08,,,226,Cusco,Cusco
2248,2248,2018-07-18 ,2018-07-18 ,PE-09,,,226,Huanuco,Huanuco
2249,2249,2018-07-18 ,2018-07-18 ,PE-10,,,226,Huancavelica,Huancavelica
2250,2250,2018-07-18 ,2018-07-18 ,PE-11,,,226,Ica,Ica
2251,2251,2018-07-18 ,2018-07-18 ,PE-12,,,226,Junin,Junin
2252,2252,2018-07-18 ,2018-07-18 ,PE-13,,,226,La Libertad,La Libertad
2253,2253,2018-07-18 ,2018-07-18 ,PE-14,,,226,Lambayeque,Lambayeque
2254,2254,2018-07-18 ,2018-07-18 ,PE-15,,,226,Lima Province,Lima Province
2255,2255,2018-07-18 ,2018-07-18 ,PE-16,,,226,Lima,Lima
2256,2256,2018-07-18 ,2018-07-18 ,PE-17,,,226,Loreto,Loreto
2257,2257,2018-07-18 ,2018-07-18 ,PE-18,,,226,Madre de Dios,Madre de Dios
2258,2258,2018-07-18 ,2018-07-18 ,PE-19,,,226,Moquegua,Moquegua
2259,2259,2018-07-18 ,2018-07-18 ,PE-20,,,226,Pasco,Pasco
2260,2260,2018-07-18 ,2018-07-18 ,PE-21,,,226,Piura,Piura
2261,2261,2018-07-18 ,2018-07-18 ,PE-22,,,226,Puno,Puno
2262,2262,2018-07-18 ,2018-07-18 ,PE-23,,,226,San Martin,San Martin
2263,2263,2018-07-18 ,2018-07-18 ,PE-24,,,226,Tacna,Tacna
2264,2264,2018-07-18 ,2018-07-18 ,PE-25,,,226,Tumbes,Tumbes
2265,2265,2018-07-18 ,2018-07-18 ,PE-26,,,226,Ucayali,Ucayali
2266,2266,2018-07-18 ,2018-07-18 ,PH-01,,,227,Abra,Abra
2267,2267,2018-07-18 ,2018-07-18 ,PH-02,,,227,Agusan del Norte,Agusan del Norte
2268,2268,2018-07-18 ,2018-07-18 ,PH-03,,,227,Agusan del Sur,Agusan del Sur
2269,2269,2018-07-18 ,2018-07-18 ,PH-04,,,227,Aklan,Aklan
2270,2270,2018-07-18 ,2018-07-18 ,PH-05,,,227,Albay,Albay
2271,2271,2018-07-18 ,2018-07-18 ,PH-06,,,227,Antique,Antique
2272,2272,2018-07-18 ,2018-07-18 ,PH-07,,,227,Apayao,Apayao
2273,2273,2018-07-18 ,2018-07-18 ,PH-08,,,227,Aurora,Aurora
2274,2274,2018-07-18 ,2018-07-18 ,PH-09,,,227,Basilan,Basilan
2275,2275,2018-07-18 ,2018-07-18 ,PH-10,,,227,Bataan,Bataan
2276,2276,2018-07-18 ,2018-07-18 ,PH-11,,,227,Batanes,Batanes
2277,2277,2018-07-18 ,2018-07-18 ,PH-12,,,227,Batangas,Batangas
2278,2278,2018-07-18 ,2018-07-18 ,PH-13,,,227,Benguet,Benguet
2279,2279,2018-07-18 ,2018-07-18 ,PH-14,,,227,Biliran,Biliran
2280,2280,2018-07-18 ,2018-07-18 ,PH-15,,,227,Bohol,Bohol
2281,2281,2018-07-18 ,2018-07-18 ,PH-16,,,227,Bukidnon,Bukidnon
2282,2282,2018-07-18 ,2018-07-18 ,PH-17,,,227,Bulacan,Bulacan
2283,2283,2018-07-18 ,2018-07-18 ,PH-18,,,227,Cagayan,Cagayan
2284,2284,2018-07-18 ,2018-07-18 ,PH-19,,,227,Camarines Norte,Camarines Norte
2285,2285,2018-07-18 ,2018-07-18 ,PH-20,,,227,Camarines Sur,Camarines Sur
2286,2286,2018-07-18 ,2018-07-18 ,PH-21,,,227,Camiguin,Camiguin
2287,2287,2018-07-18 ,2018-07-18 ,PH-22,,,227,Capiz,Capiz
2288,2288,2018-07-18 ,2018-07-18 ,PH-23,,,227,Catanduanes,Catanduanes
2289,2289,2018-07-18 ,2018-07-18 ,PH-24,,,227,Cavite,Cavite
2290,2290,2018-07-18 ,2018-07-18 ,PH-25,,,227,Cebu,Cebu
2291,2291,2018-07-18 ,2018-07-18 ,PH-26,,,227,Compostela Valley,Compostela Valley
2292,2292,2018-07-18 ,2018-07-18 ,PH-27,,,227,Davao del Norte,Davao del Norte
2293,2293,2018-07-18 ,2018-07-18 ,PH-28,,,227,Davao del Sur,Davao del Sur
2294,2294,2018-07-18 ,2018-07-18 ,PH-29,,,227,Davao Oriental,Davao Oriental
2295,2295,2018-07-18 ,2018-07-18 ,PH-30,,,227,Dinagat Islands,Dinagat Islands
2296,2296,2018-07-18 ,2018-07-18 ,PH-31,,,227,Eastern Samar,Eastern Samar
2297,2297,2018-07-18 ,2018-07-18 ,PH-32,,,227,Guimaras,Guimaras
2298,2298,2018-07-18 ,2018-07-18 ,PH-33,,,227,Ifugao,Ifugao
2299,2299,2018-07-18 ,2018-07-18 ,PH-34,,,227,Ilocos Norte,Ilocos Norte
2300,2300,2018-07-18 ,2018-07-18 ,PH-35,,,227,Ilocos Sur,Ilocos Sur
2301,2301,2018-07-18 ,2018-07-18 ,PH-36,,,227,Iloilo,Iloilo
2302,2302,2018-07-18 ,2018-07-18 ,PH-37,,,227,Isabela,Isabela
2303,2303,2018-07-18 ,2018-07-18 ,PH-38,,,227,Kalinga,Kalinga
2304,2304,2018-07-18 ,2018-07-18 ,PH-39,,,227,La Union,La Union
2305,2305,2018-07-18 ,2018-07-18 ,PH-40,,,227,Laguna,Laguna
2306,2306,2018-07-18 ,2018-07-18 ,PH-41,,,227,Lanao del Norte,Lanao del Norte
2307,2307,2018-07-18 ,2018-07-18 ,PH-42,,,227,Lanao del Sur,Lanao del Sur
2308,2308,2018-07-18 ,2018-07-18 ,PH-43,,,227,Leyte,Leyte
2309,2309,2018-07-18 ,2018-07-18 ,PH-44,,,227,Maguindanao,Maguindanao
2310,2310,2018-07-18 ,2018-07-18 ,PH-45,,,227,Marinduque,Marinduque
2311,2311,2018-07-18 ,2018-07-18 ,PH-46,,,227,Masbate,Masbate
2312,2312,2018-07-18 ,2018-07-18 ,PH-47,,,227,Metropolitan Manila,Metropolitan Manila
2313,2313,2018-07-18 ,2018-07-18 ,PH-48,,,227,Misamis Occidental,Misamis Occidental
2314,2314,2018-07-18 ,2018-07-18 ,PH-49,,,227,Misamis Oriental,Misamis Oriental
2315,2315,2018-07-18 ,2018-07-18 ,PH-50,,,227,Mountain Province,Mountain Province
2316,2316,2018-07-18 ,2018-07-18 ,PH-51,,,227,Negros Occidental,Negros Occidental
2317,2317,2018-07-18 ,2018-07-18 ,PH-52,,,227,Negros Oriental,Negros Oriental
2318,2318,2018-07-18 ,2018-07-18 ,PH-53,,,227,North Cotabato,North Cotabato
2319,2319,2018-07-18 ,2018-07-18 ,PH-54,,,227,Northern Samar,Northern Samar
2320,2320,2018-07-18 ,2018-07-18 ,PH-55,,,227,Nueva Ecija,Nueva Ecija
2321,2321,2018-07-18 ,2018-07-18 ,PH-56,,,227,Nueva Vizcaya,Nueva Vizcaya
2322,2322,2018-07-18 ,2018-07-18 ,PH-57,,,227,Occidental Mindoro,Occidental Mindoro
2323,2323,2018-07-18 ,2018-07-18 ,PH-58,,,227,Oriental Mindoro,Oriental Mindoro
2324,2324,2018-07-18 ,2018-07-18 ,PH-59,,,227,Palawan,Palawan
2325,2325,2018-07-18 ,2018-07-18 ,PH-60,,,227,Pampanga,Pampanga
2326,2326,2018-07-18 ,2018-07-18 ,PH-61,,,227,Pangasinan,Pangasinan
2327,2327,2018-07-18 ,2018-07-18 ,PH-62,,,227,Quezon,Quezon
2328,2328,2018-07-18 ,2018-07-18 ,PH-63,,,227,Quirino,Quirino
2329,2329,2018-07-18 ,2018-07-18 ,PH-64,,,227,Rizal,Rizal
2330,2330,2018-07-18 ,2018-07-18 ,PH-65,,,227,Romblon,Romblon
2331,2331,2018-07-18 ,2018-07-18 ,PH-66,,,227,Samar,Samar
2332,2332,2018-07-18 ,2018-07-18 ,PH-67,,,227,Sarangani,Sarangani
2333,2333,2018-07-18 ,2018-07-18 ,PH-68,,,227,Siquijor,Siquijor
2334,2334,2018-07-18 ,2018-07-18 ,PH-69,,,227,Sorsogon,Sorsogon
2335,2335,2018-07-18 ,2018-07-18 ,PH-70,,,227,South Cotabato,South Cotabato
2336,2336,2018-07-18 ,2018-07-18 ,PH-71,,,227,Southern Leyte,Southern Leyte
2337,2337,2018-07-18 ,2018-07-18 ,PH-72,,,227,Sultan Kudarat,Sultan Kudarat
2338,2338,2018-07-18 ,2018-07-18 ,PH-73,,,227,Sulu,Sulu
2339,2339,2018-07-18 ,2018-07-18 ,PH-74,,,227,Surigao del Norte,Surigao del Norte
2340,2340,2018-07-18 ,2018-07-18 ,PH-75,,,227,Surigao del Sur,Surigao del Sur
2341,2341,2018-07-18 ,2018-07-18 ,PH-76,,,227,Tarlac,Tarlac
2342,2342,2018-07-18 ,2018-07-18 ,PH-77,,,227,Tawi-Tawi,Tawi-Tawi
2343,2343,2018-07-18 ,2018-07-18 ,PH-78,,,227,Zambales,Zambales
2344,2344,2018-07-18 ,2018-07-18 ,PH-79,,,227,Zamboanga del Norte,Zamboanga del Norte
2345,2345,2018-07-18 ,2018-07-18 ,PH-80,,,227,Zamboanga del Sur,Zamboanga del Sur
2346,2346,2018-07-18 ,2018-07-18 ,PH-81,,,227,Zamboanga Sibugay,Zamboanga Sibugay
2347,2347,2018-07-18 ,2018-07-18 ,PW-01,,,228,Aimeliik,Aimeliik
2348,2348,2018-07-18 ,2018-07-18 ,PW-02,,,228,Airai,Airai
2349,2349,2018-07-18 ,2018-07-18 ,PW-03,,,228,Angaur,Angaur
2350,2350,2018-07-18 ,2018-07-18 ,PW-04,,,228,Hatohobei,Hatohobei
2351,2351,2018-07-18 ,2018-07-18 ,PW-05,,,228,Kayangel,Kayangel
2352,2352,2018-07-18 ,2018-07-18 ,PW-06,,,228,Koror,Koror
2353,2353,2018-07-18 ,2018-07-18 ,PW-07,,,228,Melekeok,Melekeok
2354,2354,2018-07-18 ,2018-07-18 ,PW-08,,,228,Ngaraard,Ngaraard
2355,2355,2018-07-18 ,2018-07-18 ,PW-09,,,228,Ngarchelong,Ngarchelong
2356,2356,2018-07-18 ,2018-07-18 ,PW-10,,,228,Ngardmau,Ngardmau
2357,2357,2018-07-18 ,2018-07-18 ,PW-11,,,228,Ngatpang,Ngatpang
2358,2358,2018-07-18 ,2018-07-18 ,PW-12,,,228,Ngchesar,Ngchesar
2359,2359,2018-07-18 ,2018-07-18 ,PW-13,,,228,Ngeremlengui,Ngeremlengui
2360,2360,2018-07-18 ,2018-07-18 ,PW-14,,,228,Ngiwal,Ngiwal
2361,2361,2018-07-18 ,2018-07-18 ,PW-15,,,228,Peleliu,Peleliu
2362,2362,2018-07-18 ,2018-07-18 ,PW-16,,,228,Sonsorol,Sonsorol
2363,2363,2018-07-18 ,2018-07-18 ,PG-01,,,81,Bougainville,Bougainville
2364,2364,2018-07-18 ,2018-07-18 ,PG-02,,,81,Central,Central
2365,2365,2018-07-18 ,2018-07-18 ,PG-03,,,81,Chimbu,Chimbu
2366,2366,2018-07-18 ,2018-07-18 ,PG-04,,,81,East New Britain,East New Britain
2367,2367,2018-07-18 ,2018-07-18 ,PG-05,,,81,East Sepik,East Sepik
2368,2368,2018-07-18 ,2018-07-18 ,PG-06,,,81,Eastern Highlands,Eastern Highlands
2369,2369,2018-07-18 ,2018-07-18 ,PG-07,,,81,Enga,Enga
2370,2370,2018-07-18 ,2018-07-18 ,PG-08,,,81,Gulf,Gulf
2371,2371,2018-07-18 ,2018-07-18 ,PG-09,,,81,Hela,Hela
2372,2372,2018-07-18 ,2018-07-18 ,PG-10,,,81,Jiwaka,Jiwaka
2373,2373,2018-07-18 ,2018-07-18 ,PG-11,,,81,Madang,Madang
2374,2374,2018-07-18 ,2018-07-18 ,PG-12,,,81,Manus,Manus
2375,2375,2018-07-18 ,2018-07-18 ,PG-13,,,81,Milne Bay,Milne Bay
2376,2376,2018-07-18 ,2018-07-18 ,PG-14,,,81,Morobe,Morobe
2377,2377,2018-07-18 ,2018-07-18 ,PG-15,,,81,National Capital District,National Capital District
2378,2378,2018-07-18 ,2018-07-18 ,PG-16,,,81,New Ireland,New Ireland
2379,2379,2018-07-18 ,2018-07-18 ,PG-17,,,81,Oro,Oro
2380,2380,2018-07-18 ,2018-07-18 ,PG-18,,,81,Sandaun,Sandaun
2381,2381,2018-07-18 ,2018-07-18 ,PG-19,,,81,Southern Highlands,Southern Highlands
2382,2382,2018-07-18 ,2018-07-18 ,PG-20,,,81,West New Britain,West New Britain
2383,2383,2018-07-18 ,2018-07-18 ,PG-21,,,81,Western Highlands,Western Highlands
2384,2384,2018-07-18 ,2018-07-18 ,PG-22,,,81,Western,Western
2385,2385,2018-07-18 ,2018-07-18 ,PL-01,,,229,Lodz,Lodz
2386,2386,2018-07-18 ,2018-07-18 ,PL-02,,,229,Swietokrzyskie,Swietokrzyskie
2387,2387,2018-07-18 ,2018-07-18 ,PL-03,,,229,Greater Poland,Greater Poland
2388,2388,2018-07-18 ,2018-07-18 ,PL-04,,,229,Kuyavian-Pomeranian,Kuyavian-Pomeranian
2389,2389,2018-07-18 ,2018-07-18 ,PL-05,,,229,Lesser Poland,Lesser Poland
2390,2390,2018-07-18 ,2018-07-18 ,PL-06,,,229,Lower Silesian,Lower Silesian
2391,2391,2018-07-18 ,2018-07-18 ,PL-07,,,229,Lublin,Lublin
2392,2392,2018-07-18 ,2018-07-18 ,PL-08,,,229,Lubusz,Lubusz
2393,2393,2018-07-18 ,2018-07-18 ,PL-09,,,229,Masovian,Masovian
2394,2394,2018-07-18 ,2018-07-18 ,PL-10,,,229,Opole,Opole
2395,2395,2018-07-18 ,2018-07-18 ,PL-11,,,229,Podlachian,Podlachian
2396,2396,2018-07-18 ,2018-07-18 ,PL-12,,,229,Pomeranian,Pomeranian
2397,2397,2018-07-18 ,2018-07-18 ,PL-13,,,229,Silesian,Silesian
2398,2398,2018-07-18 ,2018-07-18 ,PL-14,,,229,Subcarpathian,Subcarpathian
2399,2399,2018-07-18 ,2018-07-18 ,PL-15,,,229,Warmian-Masurian,Warmian-Masurian
2400,2400,2018-07-18 ,2018-07-18 ,PL-16,,,229,West Pomeranian,West Pomeranian
2401,2401,2018-07-18 ,2018-07-18 ,PR-01,,,230,Añasco,Añasco
2402,2402,2018-07-18 ,2018-07-18 ,PR-02,,,230,Adjuntas,Adjuntas
2403,2403,2018-07-18 ,2018-07-18 ,PR-03,,,230,Aguada,Aguada
2404,2404,2018-07-18 ,2018-07-18 ,PR-04,,,230,Aguadilla,Aguadilla
2405,2405,2018-07-18 ,2018-07-18 ,PR-05,,,230,Aguas Buenas,Aguas Buenas
2406,2406,2018-07-18 ,2018-07-18 ,PR-06,,,230,Aibonito,Aibonito
2407,2407,2018-07-18 ,2018-07-18 ,PR-07,,,230,Arecibo,Arecibo
2408,2408,2018-07-18 ,2018-07-18 ,PR-08,,,230,Arroyo,Arroyo
2409,2409,2018-07-18 ,2018-07-18 ,PR-09,,,230,Barceloneta,Barceloneta
2410,2410,2018-07-18 ,2018-07-18 ,PR-10,,,230,Barranquitas,Barranquitas
2411,2411,2018-07-18 ,2018-07-18 ,PR-11,,,230,Bayamon,Bayamon
2412,2412,2018-07-18 ,2018-07-18 ,PR-12,,,230,Cabo Rojo,Cabo Rojo
2413,2413,2018-07-18 ,2018-07-18 ,PR-13,,,230,Caguas,Caguas
2414,2414,2018-07-18 ,2018-07-18 ,PR-14,,,230,Camuy,Camuy
2415,2415,2018-07-18 ,2018-07-18 ,PR-15,,,230,Canovanas,Canovanas
