rownames,session_id,collaborator_id,event_id,event_start_date,event_type,SalaireMois,ETP01,ETP02,ETP03,ETP04,ETP05,ETP06,ETP07,ETP08,ETP09,ETP10,ETP11,ETP12,ETP,Salaire13,PrimePrecarite,CongesCDD,ChargesSocialesPourcent,CoutTotalAnnuel,user_comments,comments,credte,creuser_id,upddte,upduser_id,PrecariteActive
468,15,37,0,2015-01-01,DefaultPeriod,9644.35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,115732.2,,,2015-05-18 ,60,2015-07-27 ,60,0
469,15,38,0,2015-01-01,DefaultPeriod,4203.9129,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3892.12,0,0,0.608,81360.92,,,2015-05-18 ,60,2015-05-18 ,60,0
470,15,38,0,2015-12-01,Promotion,4287.99,0,0,0,0,0,0,0,0,0,0,0,1,0.08,360.91,0,0,0.608,7544.38,,,2015-05-18 ,60,2015-05-18 ,60,0
471,15,39,0,2015-01-01,DefaultPeriod,3861.7754,1,1,0,0,0,0,0,0,1,1,1,1,0.5,1950.2,2535.26,3156.67,0.608,49919.54,,,2015-05-18 ,60,2015-07-27 ,60,1
472,15,42,0,2015-01-01,DefaultPeriod,6066.99,1,1,1,1,1,1,1,1,1,1,1,1,1,6127.66,0,0,0.608,128092.6,,,2015-05-18 ,60,2015-05-18 ,60,0
473,15,43,0,2015-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,4057.97,0,0,0.608,84827.76,,,2015-05-18 ,60,2015-05-18 ,60,0
474,15,44,0,2015-01-01,DefaultPeriod,4373.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2015-05-18 ,60,2015-05-18 ,60,0
475,15,44,27,2015-04-13,CareerChange,4373.75,0,0,0,0.5,1,1,1,1,1,1,1,1,0.71,3129.05,0,0,0.608,65409.73,,,2015-05-18 ,60,2015-05-18 ,60,0
476,15,45,0,2015-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,0,0,0,0.75,2983.8,0,0,0.608,62373.36,,,2015-05-18 ,60,2015-05-18 ,60,0
477,15,45,0,2015-10-11,Promotion,4017.79,0,0,0,0,0,0,0,0,0,1,1,1,0.25,1014.49,0,0,0.608,21206.93,,,2015-05-18 ,60,2015-05-18 ,60,0
478,15,46,0,2015-01-01,DefaultPeriod,4573.2093,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2694.38,0,0,0.608,56323.37,,,2015-05-18 ,60,2015-05-18 ,60,0
479,15,46,0,2015-08-01,Promotion,4664.67,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1963.05,0,0,0.608,41035.57,,,2015-05-18 ,60,2015-05-18 ,60,0
480,15,47,0,2015-01-01,DefaultPeriod,4017.79,0.6,0.6,0.6,0.6,0.6,0.6,1,1,1,1,1,1,0.8,3246.37,0,0,0.608,67862.2,,,2015-05-18 ,60,2015-05-18 ,60,0
481,15,48,0,2015-01-01,DefaultPeriod,3861.7754,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2275.23,0,0,0.608,47561.39,,,2015-05-18 ,60,2015-05-18 ,60,0
482,15,48,0,2015-08-05,Promotion,3939.01,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1657.67,0,0,0.608,34651.87,,,2015-05-18 ,60,2015-05-18 ,60,0
483,15,49,0,2015-01-01,DefaultPeriod,4203.9129,1,1,1,1,1,1,1,1,1,1,1,1,1,4245.95,0,0,0.608,88757.37,,,2015-05-18 ,60,2015-05-18 ,60,0
484,15,50,0,2015-01-01,DefaultPeriod,4340,1,1,1,1,1,1,1,1,1,1,1,1,1,4340,5642,7024.91,0.608,111091.75,,,2015-05-18 ,60,2015-07-27 ,60,1
485,15,51,0,2015-01-01,DefaultPeriod,9644.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0,0,0,0,0.2,0,0,0,0,22664.22,,,2015-05-18 ,60,2015-07-27 ,60,0
486,15,52,0,2015-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,5659.56,0,0,0.608,118307.54,,,2015-05-18 ,60,2015-05-18 ,60,0
487,15,53,0,2015-01-01,DefaultPeriod,4307.96,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.04,0,0,0.608,90954.14,,,2015-05-18 ,60,2015-05-18 ,60,0
488,15,54,0,2015-01-01,DefaultPeriod,3516.58,1,1,1,1,1,1,1,1,1,1,1,1,1,3551.75,0,0,0.608,74245.7,,,2015-05-18 ,60,2015-05-18 ,60,0
489,15,55,0,2015-01-01,DefaultPeriod,4516.3,1,1,1,1,1,1,1,1,1,1,1,1,1,4561.46,0,0,0.608,95352.82,,,2015-05-18 ,60,2015-05-18 ,60,0
490,15,56,0,2015-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.33,0,0,0.608,57576.53,,,2015-05-18 ,60,2015-05-18 ,60,0
491,15,57,0,2015-01-01,DefaultPeriod,3175.66,1,1,1,1,1,1,1,1,1,1,1,1,1,3207.42,0,0,0.608,67047.84,,,2015-05-18 ,60,2015-05-18 ,60,0
492,15,58,0,2015-01-01,DefaultPeriod,3522.48,1,1,1,1,1,1,1,1,1,1,1,1,1,3557.7,0,0,0.608,74370.26,,,2015-05-18 ,60,2015-05-18 ,60,0
493,15,59,0,2015-01-01,DefaultPeriod,9644.35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,12537.65,15610.76,0,143880.61,,,2015-05-18 ,60,2015-07-27 ,60,1
494,15,61,0,2015-01-01,DefaultPeriod,2548.09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,49659.62,,,2015-05-18 ,60,2015-05-18 ,60,0
495,15,62,0,2015-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.33,0,0,0.608,57576.53,,,2015-05-18 ,60,2015-05-18 ,60,0
496,15,63,0,2015-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.33,0,0,0.608,57576.53,,,2015-05-18 ,60,2015-05-18 ,60,0
497,15,68,0,2015-01-01,DefaultPeriod,4203.9129,1,1,0.5,0,0,0,0,0,0,0,0,0,0.21,884.57,1149.95,1431.81,0.608,22642.59,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
498,15,71,0,2015-01-01,DefaultPeriod,3568.5118,1,1,1,0.5,0,0,0,0,0,0,0,0,0.29,1051.22,1366.59,1701.56,0.608,26908.37,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
499,15,72,0,2015-01-01,DefaultPeriod,3861.7754,0,0,0,0,0,1,1,1,1,1,1,1,0.58,2275.23,2957.8,3682.78,0.608,58239.44,,,2015-05-18 ,60,2015-07-27 ,60,1
500,15,73,0,2015-01-01,DefaultPeriod,3861.7754,0,0,0,0,0,1,1,1,1,1,1,1,0.58,2275.23,2957.8,3682.78,0.608,58239.44,,,2015-05-18 ,60,2015-07-27 ,60,1
501,15,75,0,2015-01-01,DefaultPeriod,2552.95,0,0,0,0,0,0,1,1,0,0,0,0,0.17,429.75,558.67,695.61,0.608,11000.31,,,2015-05-18 ,60,2015-07-27 ,60,1
502,15,76,0,2015-01-01,DefaultPeriod,1044,1,1,1,1,1,1,1,1,1,1,1,1,1,1054.44,0,0,0.608,22042.01,,,2015-05-18 ,60,2015-05-18 ,60,0
503,15,77,0,2015-01-01,DefaultPeriod,1044,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,20346.47,,,2015-05-18 ,60,2015-05-18 ,60,0
504,15,78,0,2015-01-01,DefaultPeriod,3568.5118,1,1,1,1,1,1,1,1,1,1,1,1,1,3604.2,4685.46,5833.91,0.608,92257.28,,,2015-05-18 ,60,2015-07-27 ,60,1
505,15,79,0,2015-01-01,DefaultPeriod,3568.5118,1,1,1,1,1,1,1,1,1,0.5,0,0,0.79,2853.32,3709.32,4618.51,0.608,73037,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
506,15,80,0,2015-01-01,DefaultPeriod,3861.7754,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3575.36,4647.97,5787.23,0.608,91519.13,,,2015-05-18 ,60,2015-07-27 ,60,1
507,15,81,0,2015-01-01,DefaultPeriod,3861.7754,0,0,0,0,0,1,1,1,1,1,1,1,0.58,2275.23,2957.8,3682.78,0.608,58239.44,,,2015-05-18 ,60,2015-07-27 ,60,1
508,15,82,0,2015-03-02,DefaultPeriod,3861.7754,0,0,0,0,0,0,0,0,1,1,1,1,0.33,1300.13,1690.17,2104.45,0.608,33279.68,,,2015-05-18 ,60,2015-07-27 ,60,1
509,15,83,0,2015-01-12,DefaultPeriod,3568.5118,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0.17,600.7,780.91,972.32,0.608,15376.21,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
510,15,84,0,2015-01-01,DefaultPeriod,3568.5118,1,0,0,0,0,0,0,0,0,0,0,0,0.08,300.35,390.45,486.16,0.608,7688.11,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
511,15,85,0,2015-01-20,DefaultPeriod,3568.5118,0,1,1,1,1,0,0,0,0,0,0,0,0.33,0,1561.82,1944.64,0.608,28820.59,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
512,15,86,0,2015-02-09,DefaultPeriod,3568.5118,0,1,1,1,1,1,1,0,0,0,0,0,0.5,1802.1,2342.73,2916.95,0.608,46128.63,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
513,15,87,0,2015-03-30,DefaultPeriod,3568.5118,0,0,0,1,1,0.75,0,0,0,0,0,0,0.23,825.96,1073.75,1336.94,0.608,21142.29,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
514,15,88,0,2015-04-16,DefaultPeriod,3568.5118,0,0,0,1,1,1,1,1,1,1,1,1,0.75,2703.15,3514.09,4375.43,0.608,69192.95,,,2015-05-18 ,60,2015-07-27 ,60,1
515,15,89,0,2015-04-08,DefaultPeriod,3568.5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,Passé en coûts opérationnels,,2015-05-18 ,60,2015-07-27 ,60,1
516,15,90,0,2015-02-09,DefaultPeriod,3568.5118,0,1,1,1,0,0,0,0,0,0,0,0,0.25,0,1171.36,1458.48,0.608,21615.43,,,2015-05-18 ,60,2015-07-27 ,60,1
517,15,91,0,2015-04-07,DefaultPeriod,9644.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passé en coûts opérationnels,,2015-05-18 ,60,2015-07-27 ,60,1
518,15,92,0,2015-03-23,DefaultPeriod,3861.7754,0,0,0,1,1,0,0,0,0,0,0,0,0.17,650.07,845.09,1052.22,0.608,16639.86,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
519,15,93,0,2015-03-15,DefaultPeriod,3568.5118,0,0,0.5,0.5,1,1,1,0,0,0,0,0,0.33,1201.4,1561.82,1944.64,0.608,30752.44,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
520,15,94,0,2015-03-16,DefaultPeriod,3568.5118,0,0,0.5,1,1,1,1,0,0,0,0,0,0.38,1351.57,1757.05,2187.72,0.608,34596.49,Consultant ext,,2015-05-18 ,60,2015-07-27 ,60,1
521,15,95,0,2015-05-01,DefaultPeriod,3861.7754,0,0,0,0,0,1,1,1,1,1,1,1,0.58,2275.23,2957.8,3682.78,0.608,58239.44,,,2015-05-18 ,60,2015-07-27 ,60,1
522,15,99,0,2015-01-01,DefaultPeriod,3568.5118,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0.1,360.42,468.55,583.39,0.608,9225.74,,,2015-06-23 ,97,2015-07-27 ,60,1
523,15,100,0,2015-04-13,DefaultPeriod,4203.9129,0,0,0,1,1,0,0,0,0,0,0,0,0.17,707.66,919.96,1145.45,0.608,18114.07,,,2015-06-23 ,97,2015-07-27 ,60,1
524,16,1,0,2015-01-01,DefaultPeriod,4132,0,0,0,1,1,1,1,1,1,1,1,1,0.75,0,0,0,0,37188,salaire validé avec note de débit,,2015-08-26 ,60,2015-08-26 ,60,0
525,16,2,0,2015-01-01,DefaultPeriod,3861.7754,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0.21,812.58,1056.36,1315.28,0.608,20799.8,,,2015-08-26 ,60,2015-08-26 ,60,1
526,16,2,0,2015-06-01,Promotion,3861.7754,0,0,0,0,0,0.5,1,1,1,1,1,1,0.54,2112.71,2746.53,3419.73,0.608,54079.5,,,2015-08-26 ,60,2015-08-26 ,60,1
527,16,3,0,2015-01-01,DefaultPeriod,4203.9129,1,1,1,1,1,1,1,1,1,1,1,1,1,4245.95,0,0,0.608,88757.37,,,2015-08-26 ,60,2015-08-26 ,60,0
528,16,4,0,2015-01-01,DefaultPeriod,4573.2093,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2694.38,0,0,0.608,56323.37,,,2015-08-26 ,60,2015-08-26 ,60,0
529,16,4,0,2015-08-01,Promotion,4664.67,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1963.05,0,0,0.608,41035.57,,,2015-08-26 ,60,2015-08-26 ,60,0
530,16,7,0,2015-01-01,DefaultPeriod,9644.35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,115732.2,,,2015-08-26 ,60,2015-08-26 ,60,0
531,16,8,0,2015-01-01,DefaultPeriod,5736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,salaire validé avec note de débit,,2015-08-26 ,60,2015-08-26 ,60,0
532,16,9,0,2015-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.49,0,0,0.608,92343.16,,,2015-08-26 ,60,2015-08-26 ,60,0
533,16,10,0,2015-01-01,DefaultPeriod,3861.7754,1,1,1,1,1,1,0,0,0,0,0,0,0.5,1950.2,0,0,0.608,40766.92,,,2015-08-26 ,60,2015-08-26 ,60,0
534,16,10,0,2015-07-15,Promotion,3939.01,0,0,0,0,0,0,1,1,1,1,1,1,0.5,1989.2,0,0,0.608,41582.24,,,2015-08-26 ,60,2015-08-26 ,60,0
535,16,11,0,2015-01-01,DefaultPeriod,4573.2093,1,1,1,1,1,1,1,1,1,1,1,1,1,4618.94,0,0,0.608,96554.35,,,2015-08-26 ,60,2015-08-26 ,60,0
536,16,12,0,2015-01-01,DefaultPeriod,10562,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,126744,,,2015-08-26 ,60,2015-08-26 ,60,0
537,16,16,0,2015-01-01,DefaultPeriod,2929.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2366.86,0,0,0.608,49476.81,,,2015-08-26 ,60,2015-08-26 ,60,0
538,16,17,0,2015-01-01,DefaultPeriod,4287.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4330.87,0,0,0.608,90532.51,,,2015-08-26 ,60,2015-08-26 ,60,0
539,16,18,0,2015-01-01,DefaultPeriod,4757.97,1,1,1,1,1,1,1,1,1,1,1,1,1,4805.55,0,0,0.608,100455.22,,,2015-08-26 ,60,2015-08-26 ,60,0
540,16,19,0,2015-01-01,DefaultPeriod,6458.45,1,1,1,1,1,1,1,1,1,1,1,1,1,6523.03,0,0,0.608,136357.5,,,2015-08-26 ,60,2015-08-26 ,60,0
541,16,20,0,2015-01-01,DefaultPeriod,4017.79,0,0,0,0,0,0,0,0,1,1,1,1,0.33,1352.66,0,0,0.608,28275.92,,,2015-08-26 ,60,2015-08-26 ,60,0
542,16,21,0,2015-01-01,DefaultPeriod,4373.75,1,1,0,0,0,0,0,0,0,0,0,0,0.17,736.25,0,0,0.608,15390.54,,,2015-08-26 ,60,2015-08-26 ,60,0
543,16,21,30,2015-03-01,CareerChange,4373.75,0,0,1,1,1,1,1,1,1,1,1,1,0.83,3681.24,0,0,0.608,76952.64,,,2015-08-26 ,60,2015-08-26 ,60,0
544,16,22,0,2015-01-01,DefaultPeriod,4373.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2015-08-26 ,60,2015-08-26 ,60,0
545,16,23,0,2015-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.49,0,0,0.608,92343.16,,,2015-08-26 ,60,2015-08-26 ,60,0
546,16,24,0,2015-01-01,DefaultPeriod,4573.2093,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.03,153.97,0,0,0.608,3218.49,,,2015-08-26 ,60,2015-08-26 ,60,0
547,16,24,0,2015-03-01,Promotion,4664.67,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.17,785.22,0,0,0.608,16414.22,Voir avec Nathalie qui aie Fran,,2015-08-26 ,60,2015-09-23 ,60,0
548,16,25,0,2015-01-01,DefaultPeriod,6247,1,1,1,1,1,1,1,1,1,1,1,1,1,6247,0,0,0,81211,,,2015-08-26 ,60,2015-08-26 ,60,0
549,16,26,0,2015-01-01,DefaultPeriod,4203.9129,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0.73,3113.7,0,0,0.608,65088.75,,,2015-08-26 ,60,2015-08-26 ,60,0
550,16,26,0,2015-12-01,Promotion,4287.99,0,0,0,0,0,0,0,0,0,0,0,0.8,0.07,288.72,0,0,0.608,6035.5,,,2015-08-26 ,60,2015-08-26 ,60,0
551,16,28,0,2015-01-01,DefaultPeriod,3939.01,0,0,0,0,1,1,1,1,1,1,1,1,0.67,2652.27,0,0,0.608,55442.99,,,2015-08-26 ,60,2015-08-26 ,60,0
552,16,28,28,2015-01-02,Maternity,1470.21,1,1,1,1,0,0,0,0,0,0,0,0,0.33,494.97,0,0,0.608,10346.87,Congé mat du 17/12/2014 au 8/4/2015,,2015-08-26 ,60,2015-08-26 ,60,0
553,16,30,0,2015-01-01,DefaultPeriod,3861.7754,1,1,1,1,1,1,0,0,0,0,0,0,0.5,1950.2,2535.26,3156.67,0.608,49919.54,Consultant ext,,2015-08-26 ,60,2015-08-26 ,60,1
554,16,33,0,2015-01-01,DefaultPeriod,6066.99,1,1,1,1,1,1,1,1,1,1,1,1,1,6127.66,0,0,0.608,128092.6,,,2015-08-26 ,60,2015-08-26 ,60,0
555,16,34,0,2015-01-01,DefaultPeriod,4287.99,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.35,1515.8,0,0,0.608,31686.36,Congé mat du 26/11/2014 au 25/5/2014,,2015-08-26 ,60,2015-08-26 ,60,0
556,16,34,29,2015-01-02,Maternity,1735.1129,1,1,1,1,1,0,0,0,0,0,0,0,0.42,730.19,0,0,0.608,15263.96,,,2015-08-26 ,60,2015-08-26 ,60,0
557,16,37,0,2015-01-01,DefaultPeriod,9644.35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,115732.2,,,2015-08-26 ,60,2015-08-26 ,60,0
558,16,38,0,2015-01-01,DefaultPeriod,4203.9129,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3892.12,0,0,0.608,81360.92,,,2015-08-26 ,60,2015-08-26 ,60,0
559,16,38,0,2015-12-01,Promotion,4287.99,0,0,0,0,0,0,0,0,0,0,0,1,0.08,360.91,0,0,0.608,7544.38,,,2015-08-26 ,60,2015-08-26 ,60,0
560,16,39,0,2015-01-01,DefaultPeriod,3861.7754,1,1,0,0,0,0,0,0,1,1,1,1,0.5,1950.2,2535.26,3156.67,0.608,49919.54,,,2015-08-26 ,60,2015-08-26 ,60,1
561,16,42,0,2015-01-01,DefaultPeriod,6066.99,1,1,1,1,1,1,1,1,1,1,1,1,1,6127.66,0,0,0.608,128092.6,,,2015-08-26 ,60,2015-08-26 ,60,0
562,16,43,0,2015-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,4057.97,0,0,0.608,84827.76,,,2015-08-26 ,60,2015-08-26 ,60,0
563,16,44,0,2015-01-01,DefaultPeriod,4373.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2015-08-26 ,60,2015-08-26 ,60,0
564,16,44,31,2015-04-13,CareerChange,4373.75,0,0,0,0.5,1,1,1,1,1,1,1,1,0.71,3129.05,0,0,0.608,65409.73,,,2015-08-26 ,60,2015-08-26 ,60,0
565,16,45,0,2015-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,0,0,0,0.75,2983.8,0,0,0.608,62373.36,,,2015-08-26 ,60,2015-08-26 ,60,0
566,16,45,0,2015-10-11,Promotion,4017.79,0,0,0,0,0,0,0,0,0,1,1,1,0.25,1014.49,0,0,0.608,21206.93,,,2015-08-26 ,60,2015-08-26 ,60,0
567,16,46,0,2015-01-01,DefaultPeriod,4573.2093,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2694.38,0,0,0.608,56323.37,,,2015-08-26 ,60,2015-08-26 ,60,0
568,16,46,0,2015-08-01,Promotion,4664.67,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1963.05,0,0,0.608,41035.57,,,2015-08-26 ,60,2015-08-26 ,60,0
569,16,47,0,2015-01-01,DefaultPeriod,4017.79,0.6,0.6,0.6,0.6,0.6,0.6,1,1,1,1,1,1,0.8,3246.37,0,0,0.608,67862.2,,,2015-08-26 ,60,2015-08-26 ,60,0
570,16,48,0,2015-01-01,DefaultPeriod,3861.7754,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2275.23,0,0,0.608,47561.39,,,2015-08-26 ,60,2015-08-26 ,60,0
571,16,48,0,2015-08-05,Promotion,3939.01,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1657.67,0,0,0.608,34651.87,,,2015-08-26 ,60,2015-08-26 ,60,0
572,16,49,0,2015-01-01,DefaultPeriod,4203.9129,1,1,1,1,1,1,1,1,1,1,1,1,1,4245.95,0,0,0.608,88757.37,,,2015-08-26 ,60,2015-08-26 ,60,0
573,16,50,0,2015-01-01,DefaultPeriod,4340,1,1,1,1,1,1,1,1,1,1,1,1,1,4340,5642,7024.91,0.608,111091.75,,,2015-08-26 ,60,2015-08-26 ,60,1
574,16,51,0,2015-01-01,DefaultPeriod,9644.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0,0,0,0,0.2,0,0,0,0,22664.22,,,2015-08-26 ,60,2015-08-26 ,60,0
575,16,52,0,2015-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,5659.56,0,0,0.608,118307.54,,,2015-08-26 ,60,2015-08-26 ,60,0
576,16,53,0,2015-01-01,DefaultPeriod,4307.96,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.04,0,0,0.608,90954.14,,,2015-08-26 ,60,2015-08-26 ,60,0
577,16,54,0,2015-01-01,DefaultPeriod,3516.58,1,1,1,1,1,1,1,1,1,1,1,1,1,3551.75,0,0,0.608,74245.7,,,2015-08-26 ,60,2015-08-26 ,60,0
578,16,55,0,2015-01-01,DefaultPeriod,4516.3,1,1,1,1,1,1,1,1,1,1,1,1,1,4561.46,0,0,0.608,95352.82,,,2015-08-26 ,60,2015-08-26 ,60,0
579,16,56,0,2015-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.33,0,0,0.608,57576.53,,,2015-08-26 ,60,2015-08-26 ,60,0
580,16,57,0,2015-01-01,DefaultPeriod,3175.66,1,1,1,1,1,1,1,1,1,1,1,1,1,3207.42,0,0,0.608,67047.84,,,2015-08-26 ,60,2015-08-26 ,60,0
581,16,58,0,2015-01-01,DefaultPeriod,3522.48,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3261.23,0,0,0.608,68172.74,,,2015-08-26 ,60,2015-09-24 ,60,0
582,16,59,0,2015-01-01,DefaultPeriod,9644.35,1,1,1,1,1,1,1,1,1,1,1,1,1,0,12537.65,15610.76,0,143880.61,,,2015-08-26 ,60,2015-08-26 ,60,1
583,16,61,0,2015-01-01,DefaultPeriod,2548.09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,49659.62,,,2015-08-26 ,60,2015-08-26 ,60,0
584,16,62,0,2015-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.33,0,0,0.608,57576.53,,,2015-08-26 ,60,2015-08-26 ,60,0
585,16,63,0,2015-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.33,0,0,0.608,57576.53,,,2015-08-26 ,60,2015-08-26 ,60,0
586,16,68,0,2015-01-01,DefaultPeriod,4203.9129,1,1,0.5,0,0,0,0,0,0,0,0,0,0.21,884.57,1149.95,1431.81,0.608,22642.59,Consultant ext,,2015-08-26 ,60,2015-08-26 ,60,1
587,16,71,0,2015-01-01,DefaultPeriod,3568.5118,1,1,1,0.5,0,0,0,0,0,0,0,0,0.29,1051.22,1366.59,1701.56,0.608,26908.37,Consultant ext,,2015-08-26 ,60,2015-08-26 ,60,1
588,16,72,0,2015-01-01,DefaultPeriod,3861.7754,0,0,0,0,0,0,0,0,0,1,1,1,0.25,975.1,1267.63,1578.34,0.608,24959.78,,,2015-08-26 ,60,2015-09-24 ,60,1
589,16,73,0,2015-01-01,DefaultPeriod,3861.7754,0,0,0,0,0,0,0,0,0,1,1,1,0.25,975.1,1267.63,1578.34,0.608,24959.78,,,2015-08-26 ,60,2015-09-24 ,60,1
590,16,75,0,2015-01-01,DefaultPeriod,2552.95,0,0,0,0,0,0,1,1,0,0,0,0,0.17,429.75,558.67,695.61,0.608,11000.31,,,2015-08-26 ,60,2015-08-26 ,60,1
591,16,76,0,2015-01-01,DefaultPeriod,1044,1,1,1,1,1,1,1,1,1,1,1,1,1,1054.44,0,0,0.608,22042.01,,,2015-08-26 ,60,2015-08-26 ,60,0
592,16,77,0,2015-01-01,DefaultPeriod,1044,1,1,1,1,1,1,1,1,1,0,0,0,0.75,0,0,0,0.608,15259.86,,,2015-08-26 ,60,2015-09-24 ,60,0
593,16,78,0,2015-01-01,DefaultPeriod,3568.5118,1,1,1,1,1,1,1,1,1,1,1,1,1,3604.2,4685.46,5833.91,0.608,92257.28,,,2015-08-26 ,60,2015-08-26 ,60,1
594,16,79,0,2015-01-01,DefaultPeriod,3568.5118,1,1,1,1,1,1,1,1,1,1,1,1,1,3604.2,4685.46,5833.91,0.608,92257.28,Consultant ext,,2015-08-26 ,60,2015-09-28 ,60,1
595,16,80,0,2015-01-01,DefaultPeriod,3861.7754,1,1,1,1,1,1,1,1,1,1,1,1,1,3900.39,5070.51,6313.35,0.608,99839.06,,,2015-08-26 ,60,2015-09-23 ,60,1
596,16,81,0,2015-01-01,DefaultPeriod,3861.7754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2015-08-26 ,60,2015-09-28 ,60,1
597,16,82,0,2015-03-02,DefaultPeriod,3861.7754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2015-08-26 ,60,2015-09-23 ,60,1
598,16,83,0,2015-01-12,DefaultPeriod,3568.5118,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0.17,600.7,780.91,972.32,0.608,15376.21,Consultant ext,,2015-08-26 ,60,2015-08-26 ,60,1
599,16,84,0,2015-01-01,DefaultPeriod,3568.5118,1,0,0,0,0,0,0,0,0,0,0,0,0.08,300.35,390.45,486.16,0.608,7688.11,Consultant ext,,2015-08-26 ,60,2015-08-26 ,60,1
600,16,85,0,2015-01-20,DefaultPeriod,3568.5118,0,1,1,1,1,0,0,0,0,0,0,0,0.33,0,1561.82,1944.64,0.608,28820.59,Consultant ext,,2015-08-26 ,60,2015-08-26 ,60,1
